Generation,Mean Fitness,Std Fitness
0,0.2402200731817984,0.008115142169589043
1,0.2693941032046789,0.022966109843008085
2,0.29125511294974277,0.0251284223738283
3,0.3065136654102765,0.021560834446720356
4,0.32220509223243227,0.024618636354541625
5,0.33646246968928883,0.02462979978491158
6,0.3511503991435395,0.025784382709981256
7,0.3666068436503611,0.027813989280363285
8,0.3807000501495284,0.027408144285817258
9,0.3964785831431489,0.024126147907291187
10,0.4068929061931307,0.026798123485430782
11,0.4122347619209762,0.028138125094942183
12,0.41811873718283415,0.027043129585576347
13,0.4312913327013598,0.02777448832930253
14,0.4405565715389447,0.026986447886254646
15,0.4461987219080329,0.026514354500055546
16,0.45309323931857587,0.027961039554614386
17,0.4646472616144536,0.0305320503211844
18,0.4662433649099682,0.02981596780020065
19,0.47338809159083983,0.03213396536229698
20,0.47871535910834934,0.032740160851649214
21,0.48137284846631084,0.03400228170979429
22,0.48693101022674085,0.034820436121086935
23,0.49365499267983426,0.03542173007366927
24,0.4986292835678367,0.03889758370544575
25,0.5022231732436698,0.038793268872097525
26,0.5093643608991817,0.03495869919351593
27,0.5127798323127746,0.03287196700186234
28,0.5141262105451216,0.03219550856270744
29,0.5182950033362412,0.03134812464634778
30,0.5236086682384788,0.032417971622103456
31,0.5287443252833972,0.03551277716289349
32,0.5307682839927708,0.03661415643448075
33,0.5312878267089299,0.036604104743967886
34,0.5373938384384038,0.03598167658346864
35,0.5394914925774856,0.035490990963518876
36,0.5437248907870346,0.033763874108447264
37,0.5451395217787823,0.03345491215860122
38,0.546380558291262,0.033283409760038414
39,0.5477464369343614,0.03370572887305678
40,0.5497370298443311,0.031812536654359604
41,0.5517425730394366,0.03250016888243091
42,0.5525456690776275,0.03187864079352275
43,0.5530660874648526,0.03169094570864074
44,0.5571997772614551,0.031038993182621592
45,0.5599896017727175,0.02942879392692389
46,0.5608608591677645,0.02902465778531271
47,0.5638989492965346,0.027177599394089397
48,0.5667494800059751,0.02678917453965106
49,0.5687007956385125,0.02653180159699596
50,0.5702328506196922,0.027436903189878223
51,0.5724464233319059,0.02833455232582966
52,0.575254669738079,0.029700429999001382
53,0.579053273936959,0.030810119264915867
54,0.5794720820340855,0.030599091303015434
55,0.5814040556545114,0.03103603988065714
56,0.5826323104695651,0.03130081355468302
57,0.5881148541537625,0.027804313890030546
58,0.5889659591486807,0.02730322429805923
59,0.5905765958264525,0.027619522126904696
60,0.5921181635704329,0.028329089691505594
61,0.5930024923958298,0.028444540122519953
62,0.5938540534739261,0.028729417349652193
63,0.5941527497833649,0.028004883737841366
64,0.5964970012581732,0.025709104185978028
65,0.5966539424652629,0.025679804364789404
66,0.5995543609149695,0.022025022306582976
67,0.6000562489446292,0.022396010070734263
68,0.6023417933936795,0.02245904124112397
69,0.6043711575127861,0.0223604753989614
70,0.60745391197718,0.02161344780213703
71,0.6086150230285543,0.021759174390954473
72,0.6106261834420911,0.018886216160512503
73,0.6115750192342323,0.0189350370622877
74,0.6123292518392063,0.018920539237018478
75,0.6138058728195248,0.01887807994848553
76,0.6145184299154803,0.01815825284024051
77,0.6148322729501788,0.017762492561325487
78,0.6156155804182439,0.017443872459843218
79,0.6165467428634707,0.01769506009144144
80,0.6178290440889969,0.018700220331415083
81,0.6180524305550757,0.018640930846002005
82,0.6182060499132511,0.018451530646992554
83,0.6185070674234252,0.0184540717688639
84,0.6191829235197557,0.018962014627298567
85,0.6209680482751322,0.020442719974539086
86,0.6212506619496766,0.020385851848709922
87,0.622512345599025,0.019551933942163625
88,0.6228317063091353,0.019266412577124015
89,0.6230093183202918,0.01896394432145786
90,0.6231506794446399,0.018878094345173357
91,0.6248589223334935,0.018580791252789032
92,0.6255938501316506,0.01848485753633334
93,0.6265655842299476,0.01946492929373549
94,0.6265873838420014,0.01946457370531568
95,0.6272819540677876,0.019895821244423947
96,0.6277737386068706,0.019988559284626135
97,0.6284013086877245,0.020151551315976454
98,0.6290265862795746,0.01997976410060861
99,0.6312487318727127,0.022020047432017142
100,0.6312487318727127,0.022020047432017142
